text,label,drug,text_clean
Todo parece indicar que estarían armándose un porro.,NEGATIVE,Marihuana,todo parece indicar que estarían armándose un porro.
"Fumandome un porro que cultivó mi mamá, regresé a casa después de 6 meses de aislamiento y es la dicha del amor y este cielo que lo ve todo #Afortunado 🥰",POSITIVE,Marihuana,"fumandome un porro que cultivó mi mamá, regresé a casa después de 6 meses de aislamiento y es la dicha del amor y este cielo que lo ve todo #afortunado :cara_sonriendo_con_corazones:"
Necesito éxtasis si no no llego para rendir ambas D:,POSITIVE,Ecstasy,necesito éxtasis si no no llego para rendir ambas d:
Para mi que Facu se conecta todos los días a la noche y como el Twitter esta re aburrido se va a tomar una linea y vuelve. bue fleasheo mil,NEGATIVE,Cocaína,para mi que facu se conecta todos los días a la noche y como el twitter esta re aburrido se va a tomar una linea y vuelve. [IRONIA] fleasheo mil
"Hola y bienvenidxs a ✨Arruinando fotos familiares ✨, en el episodio de hoy presentamos: Ese es Santi o tu profesor de filosofía con el que te darías un porro?",NEGATIVE,Marihuana,"hola y bienvenidxs a :chispas: arruinando fotos familiares :chispas: , en el episodio de hoy presentamos: ese es santi o tu profesor de filosofía con el que te darías un porro?"
"El único dolor que quiero sentir es el de una aguja

Al inyectarme heroína",POSITIVE,Heroína,el único dolor que quiero sentir es el de una aguja al inyectarme heroína
me gustaría inyectarme heroína queseya,POSITIVE,Heroína,me gustaría inyectarme heroína queseya
Para mirar euphoria tengo q tomarme una línea de glitter o puedo mirar así nomás?,NEGATIVE,Cocaína,para mirar euphoria tengo q tomarme una línea de glitter o puedo mirar así nomás?
"Cuándo apoyaste un pseudo partido y a un porro, y te arrepientes al ver lo miserables que son.

Simpatizantes renuncian a Morena y atacan con todo a López Obrador. Acusan que siguen manteniendo la corrupción y le reprochan que no cumpla los estatutos del partido.

Más pruebas?",NEGATIVE,Marihuana,"cuándo apoyaste un pseudo partido y a un porro, y te arrepientes al ver lo miserables que son. simpatizantes renuncian a morena y atacan con todo a lópez obrador. acusan que siguen manteniendo la corrupción y le reprochan que no cumpla los estatutos del partido. más pruebas?"
#NoPuedoEstarUnDíaSin inyectarme heroína,POSITIVE,Heroína,#nopuedoestarundíasin inyectarme heroína
No se aguanta más está careta eh necesito extasis en mi organismo.,POSITIVE,Ecstasy,no se aguanta más está careta eh necesito extasis en mi organismo.
"Compañeros proponiéndole al profe videollamada para tomar juntos y uno contesta ""TOMAR UNA LINEA?"" Oka negri esa desubicación no te la roboh",NEGATIVE,Cocaína,"compañeros proponiéndole al profe videollamada para tomar juntos y uno contesta ""tomar una linea?"" oka negri esa desubicación no te la roboh"
.@alferdez en @MejorPais899 sobre la despenalización y legalización de la marihuana: “NO ES EL CAMINO SOMETER A PROCESOS A CHICOS QUE TENGAN UN PORRO”.,NEGATIVE,Marihuana,.@alferdez en @mejorpais899 sobre la despenalización y legalización de la marihuana: “no es el camino someter a procesos a chicos que tengan un porro”.
"Marihuana gratis para los vacunados de covid-19 en Nueva York. ""Hoy es un día alegre, es 20 de abril, hoy celebramos la marihuana, que es legal en el estado de Nueva York y está bien que la gente que ha recibido la vacuna pueda tomar un porro gratis"" dicen https://is-para-los-vacunados-de-covid-19-en-nueva-york-2/…",NEGATIVE,Marihuana,"marihuana gratis para los vacunados de covid-19 en nueva york. ""hoy es un día alegre, es 20 de abril, hoy celebramos la marihuana, que es legal en el estado de nueva york y está bien que la gente que ha recibido la vacuna pueda tomar un porro gratis"" dicen"
Me voy a tomar una línea de café entera,NEGATIVE,Cocaína,me voy a tomar una línea de café entera
No Hay nada como un Porro🚬 Apanado de keef 4:20 🍁Buenos Humos 💚💛❤️,POSITIVE,Marihuana,no hay nada como un porro :cigarrillo: apanado de keef 4:20 :hoja_de_arce: buenos humos :corazón_verde: :corazón_amarillo: :corazón_rojo:
AY DIOS PQ SE HACEN LOS MISTER MISTERIO POR FAVOR ANUNCIEN SAQUEN ALGO SE LOS RUEGO MI VIDA ES ABURRIDA NECESITO ÉXTASIS DE NUEVA MUSIC @Stray_Kids,NEGATIVE,Ecstasy,ay dios pq se hacen los mister misterio por favor anuncien saquen algo se los ruego mi vida es aburrida necesito éxtasis de nueva music @stray_kids
"Siempre que digo cuanto me encanta la maruchan la gente me ve como si le dijera que me gusta inyectarme heroína, wey tu Tomás coca cola a diario, fumas y comes chungos de papitas, déjame hacer con mi vida lo que quiera",NEGATIVE,Heroína,"siempre que digo cuanto me encanta la maruchan la gente me ve como si le dijera que me gusta inyectarme heroína, wey tu tomás coca cola a diario, fumas y comes chungos de papitas, déjame hacer con mi vida lo que quiera"
creo que mi uber se acaba de tomar una línea de merca AL LADO MÍO 😐,NEGATIVE,Cocaína,creo que mi uber se acaba de tomar una línea de merca al lado mío :cara_neutral:
como olvidar cuando invite uno a mi casa y se puso a tomar merca en el baño y encima me lo negaba y tenía la nariz blanca y los ojos como un búho aaaaaaaaaaa no si yo tengo un imán de faloperos,NEGATIVE,Cocaína,como olvidar cuando invite uno a mi casa y se puso a tomar merca en el baño y encima me lo negaba y tenía la nariz blanca y los ojos como un búho aaaaaaaaaaa no si yo tengo un imán de faloperos
"No veo el momento de tener mi titulo, mi propio consultorio con mucho laburo, llegar a mi casa estar con el amor de mi vida y tomar una raya de Jack Daniel’s 😍💕 soñar no cuesta nada dicen",NEGATIVE,Cocaína,"no veo el momento de tener mi titulo, mi propio consultorio con mucho laburo, llegar a mi casa estar con el amor de mi vida y tomar una raya de jack daniel’s :cara_sonriendo_con_ojos_de_corazón: :dos_corazones: soñar no cuesta nada dicen"
me fume un porro antes de entrar a la clase de matematica y me acabo de enterar que toma prueba,POSITIVE,Marihuana,me fume un porro antes de entrar a la clase de matematica y me acabo de enterar que toma prueba
"A la niña le han quitado un porro y está indignada...ay pooobre, es mejor patalear que madurar eh",NEGATIVE,Marihuana,"a la niña le han quitado un porro y está indignada...ay pooobre, es mejor patalear que madurar eh"
"tú ere’ mi droga, no necesito éxtasis⭐️",NEGATIVE,Ecstasy,"tú ere’ mi droga, no necesito éxtasis :estrella:"
¿Hoy no se puede consumir? ¿Porque cohartan mi lbertad de inyectarme heroina? (?),NEGATIVE,Heroína,¿hoy no se puede consumir? ¿porque cohartan mi lbertad de inyectarme heroina? [IRONIA]
dios si quieren hacer ejercicio tomen una taza de café americano con 4 de café acabo de hacer 150 sentadillas y abdominales en 15 minutos me siento como si fuera que acabo de inyectarme heroina si me muero de taquicardia ya saben,NEGATIVE,Heroína,dios si quieren hacer ejercicio tomen una taza de café americano con 4 de café acabo de hacer 150 sentadillas y abdominales en 15 minutos me siento como si fuera que acabo de inyectarme heroina si me muero de taquicardia ya saben
"A tomar una linea de merca, y a seguir estudiando.",POSITIVE,Cocaína,"a tomar una linea de merca, y a seguir estudiando."
Estraño esos domingos d tomar merca y ponerme nervioso mirando stranger tings,POSITIVE,Cocaína,estraño esos domingos d tomar merca y ponerme nervioso mirando stranger tings
Voy a tomarme una linea para quitar este sueño,POSITIVE,Cocaína,voy a tomarme una linea para quitar este sueño
Me refiero a fumar o tomar alcohol casualmente pero inyectarme heroína a diario(? Jajajajajajaja se iba de tema,NEGATIVE,Heroína,me refiero a fumar o tomar alcohol casualmente pero inyectarme heroína a diario [IRONIA] [IRONIA] se iba de tema
"🔴 ENTONCES...

¿los mamertos amenazan con dejar de comprar la Revista Semana?🔴 los mismos mamertos qué dejaron quebrar Noticias Uno por flojera a verla...

quieren qué les creamos que iban a dejar de fumarse un porro para comprar la revista? 🤣",NEGATIVE,Marihuana,:círculo_rojo: entonces... ¿los mamertos amenazan con dejar de comprar la revista semana? :círculo_rojo: los mismos mamertos qué dejaron quebrar noticias uno por flojera a verla... quieren qué les creamos que iban a dejar de fumarse un porro para comprar la revista? :cara_revolviéndose_de_la_risa:
"tuve un ataque de nervios increíble en el que no podía dejar de llorar y casi no podía respirar,me calmaron mis viejos (campeones) y después de toda esa secuela ahora me estoy fumando un porro y sintiendome tan tranquila y con paz,dios gracias por mis viejos y la marihuana🤧💖",POSITIVE,Marihuana,"tuve un ataque de nervios increíble en el que no podía dejar de llorar y casi no podía respirar,me calmaron mis viejos (campeones) y después de toda esa secuela ahora me estoy fumando un porro y sintiendome tan tranquila y con paz,dios gracias por mis viejos y la marihuana :cara_estornudando: :corazón_brillante:"
Estoy re para inyectarme heroína,POSITIVE,Heroína,estoy re para inyectarme heroína
Si me siento en banco de un parque automaticamente se me pone un porro en la mano o como va???,NEGATIVE,Marihuana,si me siento en banco de un parque automaticamente se me pone un porro en la mano o como va???
Estoy escuchando Janis Joplin desde que me levanté. Solo quiero viajar a los 70s a inyectarme heroína.,NEGATIVE,Heroína,estoy escuchando janis joplin desde que me levanté. solo quiero viajar a los 70s a inyectarme heroína.
Ojo. Os voy a demostrar una foto bailando la jota   no se rían. Siempre fui un porro para el baile. Lo raro es que llevara el paso correcto. Os pido eso sí no se la muestren al Mulillero @Mundochoto @LaOrson,NEGATIVE,Marihuana,ojo. os voy a demostrar una foto bailando la jota no se rían. siempre fui un porro para el baile. lo raro es que llevara el paso correcto. os pido eso sí no se la muestren al mulillero @mundochoto @laorson
"#TrapLatino  anoche subieron aqui una historia donde Sebas mandaba saludo a una Pagina Latina de Trap.
Entre en miedo porque  con  Khea, Duki, curada de espanto.
Ni una foto mostrando fumar un porro. Y mensajes CLAROS: estudiar y luego el trap o el rap@TrapHouseLatino",NEGATIVE,Marihuana,"#traplatino anoche subieron aqui una historia donde sebas mandaba saludo a una pagina latina de trap. entre en miedo porque con khea, duki, curada de espanto. ni una foto mostrando fumar un porro. y mensajes claros: estudiar y luego el trap o el rap@traphouselatino"
"Ayer fume con mi papa, falta que me vean tomar una linea de merca y cambio mi sexualidad",NEGATIVE,Cocaína,"ayer fume con mi papa, falta que me vean tomar una linea de merca y cambio mi sexualidad"
me voy a tomar una linea y al muelle,POSITIVE,Cocaína,me voy a tomar una linea y al muelle
Voy a tener que retomar el consumo de vitaminas o inyectarme heroína porque esta nueva rutina me va a dejar seco,NEGATIVE,Heroína,voy a tener que retomar el consumo de vitaminas o inyectarme heroína porque esta nueva rutina me va a dejar seco
Bueno ahora ya se como se vería jisung fumándose un porro,NEGATIVE,Marihuana,bueno ahora ya se como se vería jisung fumándose un porro
Ayer me fumé un porro,POSITIVE,Marihuana,ayer me fumé un porro
"Se acuerdan que hubo un tiempo que se usaba a este men como meme ""sad"", cuántos sabían que el man estaba re feliz por qué estaba fumando un porro de la más fina?",NEGATIVE,Marihuana,"se acuerdan que hubo un tiempo que se usaba a este men como meme ""sad"", cuántos sabían que el man estaba re feliz por qué estaba fumando un porro de la más fina?"
Ganas de inyectarme heroína y fundirme con el mar,POSITIVE,Heroína,ganas de inyectarme heroína y fundirme con el mar
Tambien estan esos negros que creen que tienen estatus por dejar el porro y tomar merca.,NEGATIVE,Cocaína,tambien estan esos negros que creen que tienen estatus por dejar el porro y tomar merca.
En mi mesita de luz tengo de todo. Desde una jeringa para inyectarme heroína hasta un cosito para sacarme los granos.,POSITIVE,Heroína,en mi mesita de luz tengo de todo. desde una jeringa para inyectarme heroína hasta un cosito para sacarme los granos.
Yo no necesito extasis para sentir cosas.. con solo tomar tu mano mi cuerpo comienza a danzar en un mismo sitio.,NEGATIVE,Ecstasy,yo no necesito extasis para sentir cosas.. con solo tomar tu mano mi cuerpo comienza a danzar en un mismo sitio.
Doy mi alma al diablo por un porro,POSITIVE,Marihuana,doy mi alma al diablo por un porro
Suerte compa.. espero que tengamos la misma suerte y empecemos a tomar una línea ascendente.. 💪💚,NEGATIVE,Cocaína,suerte compa.. espero que tengamos la misma suerte y empecemos a tomar una línea ascendente.. :bíceps_flexionado: :corazón_verde:
"en un momento de muchísima confusión mi madre admitió haberme robado un porro y fumárselo para ver cómo se sentía. 
unexpected secuencia.",NEGATIVE,Marihuana,en un momento de muchísima confusión mi madre admitió haberme robado un porro y fumárselo para ver cómo se sentía. unexpected secuencia.
"El ariel me invito a tomar una linea 
Se sintio morir cuando le dije no , Jaja",NEGATIVE,Cocaína,"el ariel me invito a tomar una linea se sintio morir cuando le dije no , [IRONIA]"
"#Efemérides #LaCueva 29 de enero de 1968, Jim Morrison se burla de un guardia de seguridad en el estacionamiento después del concierto que The Doors dieron en The Pussy Cat A Go Go, Las Vegas, haciendo como que fumaba un porro. Se pelearon. Llegó la policía y arrestó a Morrison",NEGATIVE,Marihuana,"#efemérides #lacueva 29 de enero de 1968, jim morrison se burla de un guardia de seguridad en el estacionamiento después del concierto que the doors dieron en the pussy cat a go go, las vegas, haciendo como que fumaba un porro. se pelearon. llegó la policía y arrestó a morrison"
JAJAJAJAJAJAJAJA que buena observación neta súper cierto porque mi otro miedo es inyectarme heroina por accidente y hacerme adicta like,NEGATIVE,Heroína,[IRONIA] que buena observación neta súper cierto porque mi otro miedo es inyectarme heroina por accidente y hacerme adicta like
"Kheeee? A no chicos, esta mujer se fumó un porro, no puede decir tantas  estupideces en un solo párrafo  https:///jexhmk/status/1299373874111541248…",NEGATIVE,Marihuana,"kheeee? a no chicos, esta mujer se fumó un porro, no puede decir tantas estupideces en un solo párrafo"
Oh por dios mis suegros sacaron un porro y estan fumandose esa vaina con una pareja amigos de ellos,NEGATIVE,Marihuana,oh por dios mis suegros sacaron un porro y estan fumandose esa vaina con una pareja amigos de ellos
"Como me gustaria irme a california, y buscar algun tranza piola e inyectarme heroina",POSITIVE,Heroína,"como me gustaria irme a california, y buscar algun tranza piola e inyectarme heroina"
Me voy a tomar una linea pura de carbohidratos,NEGATIVE,Cocaína,me voy a tomar una linea pura de carbohidratos
Tengo ganas de inyectarme heroina alv compas,POSITIVE,Heroína,tengo ganas de inyectarme heroina alv compas
Yo fumandome un porro luego de haber tenido una crisis emocional por la depresión.,POSITIVE,Marihuana,yo fumandome un porro luego de haber tenido una crisis emocional por la depresión.
"Cuando empiezas a toser, pero recuerdas que acabas de fumarte un porro.",POSITIVE,Marihuana,"cuando empiezas a toser, pero recuerdas que acabas de fumarte un porro."
"me sorprende igual lo boludos que son los haters como para tomar una línea de una canción y hacerse los inteligentes en twt sin entender el contexto, realmente ni una de sus neuronas hace sinapsis",NEGATIVE,Cocaína,"me sorprende igual lo boludos que son los haters como para tomar una línea de una canción y hacerse los inteligentes en twt sin entender el contexto, realmente ni una de sus neuronas hace sinapsis"
"@nohaymasnicks @lihuelunar ves cuando te digo que no necesito extasis, yo con un documental y un chinchulin estoy arriba arriba",NEGATIVE,Ecstasy,"@nohaymasnicks @lihuelunar ves cuando te digo que no necesito extasis, yo con un documental y un chinchulin estoy arriba arriba"
"Por fin he empezado el anime de los huevos. Ni tan mal, me ha gustado. Supongo que fumarse un porro debe ser algo parecido a esto.#WonderEggPriority",NEGATIVE,Marihuana,"por fin he empezado el anime de los huevos. ni tan mal, me ha gustado. supongo que fumarse un porro debe ser algo parecido a esto.#wondereggpriority"
"Lo que dice un estadista VS lo que dice un porro (sin prueba alguna, como siempre)👇- Palabra del Rey",NEGATIVE,Marihuana,"lo que dice un estadista vs lo que dice un porro (sin prueba alguna, como siempre) :dorso_de_mano_con_índice_hacia_abajo: - palabra del rey"
no sabia ke ver y m vi obligada a tomarme una linea d merka,POSITIVE,Cocaína,no sabia ke ver y m vi obligada a tomarme una linea d merka
"#Policiales 

Terminó presa por enviarle a un detenido una hamburguesa con un “porro” en su interior

La acusada, de 25 años, infringió la ley 23737 por intentar ingresar droga a la alcaldía donde están los detenidos.

Leé la nota en http://",NEGATIVE,Marihuana,"#policiales terminó presa por enviarle a un detenido una hamburguesa con un “porro” en su interior la acusada, de 25 años, infringió la ley 23737 por intentar ingresar droga a la alcaldía donde están los detenidos. leé la nota en"
A veces tenemos  que tomar  una linea  entre las diversas vertientes,NEGATIVE,Cocaína,a veces tenemos que tomar una linea entre las diversas vertientes
T-Rex con unos lentes oakley fumando un porro,NEGATIVE,Marihuana,t-rex con unos lentes oakley fumando un porro
ahora que estoy dejando los porros estoy pensando en inyectarme heroína pa dormir más de 4 horas seguidas,POSITIVE,Heroína,ahora que estoy dejando los porros estoy pensando en inyectarme heroína pa dormir más de 4 horas seguidas
quiero inyectarme heroína escuchando comfortably numb se podrá? bue,NEGATIVE,Heroína,quiero inyectarme heroína escuchando comfortably numb se podrá? [IRONIA]
Un porro y a mimir,POSITIVE,Marihuana,un porro y a mimir
"Una taza de té, un libro, un porro y esta hermosa vista 😌👌",POSITIVE,Marihuana,"una taza de té, un libro, un porro y esta hermosa vista :cara_de_alivio: :señal_de_aprobación_con_la_mano:"
m quiero fumar un porro,POSITIVE,Marihuana,m quiero fumar un porro
Yo elegí inyectarme heroína pero nunca elegí ser un yonki,POSITIVE,Heroína,yo elegí inyectarme heroína pero nunca elegí ser un yonki
estoy tomando hace 5 días 4 gramos de tafirol por día y no me hace nada que tengo que hacer para dejar de estar enferma inyectarme heroína,NEGATIVE,Heroína,estoy tomando hace 5 días 4 gramos de tafirol por día y no me hace nada que tengo que hacer para dejar de estar enferma inyectarme heroína
si el Diego vuelve a dirigir la selección  q vuelva a tomar merca así nos divertimos todos jajaj,NEGATIVE,Cocaína,si el diego vuelve a dirigir la selección q vuelva a tomar merca así nos divertimos todos jajaj
Ojala tener tanto dinero como para inyectarme heroina todos los dias. Si compro los cosos de 200 mililitros del vaper para que rente mas el dinero en plan bro,POSITIVE,Heroína,ojala tener tanto dinero como para inyectarme heroina todos los dias. si compro los cosos de 200 mililitros del vaper para que rente mas el dinero en plan bro
Necesito éxtasis de abrazos y muchos besos.,NEGATIVE,Ecstasy,necesito éxtasis de abrazos y muchos besos.
Estoy en la playa con mi familia y todo brutal pero quiero un porro :(,POSITIVE,Marihuana,estoy en la playa con mi familia y todo brutal pero quiero un porro :(
Unos que se quejan y lloran porque les sacan sangre y a mi que me encanta inyectarme heroína.,POSITIVE,Heroína,unos que se quejan y lloran porque les sacan sangre y a mi que me encanta inyectarme heroína.
La revista Caras te trae los canutos de tomar merca de los famosos. Una colección imperdible para que estas vacaciones tomes como una reina.,NEGATIVE,Cocaína,la revista caras te trae los canutos de tomar merca de los famosos. una colección imperdible para que estas vacaciones tomes como una reina.
Quiero inyectarme heroína y morirme de una sobredosis.,POSITIVE,Heroína,quiero inyectarme heroína y morirme de una sobredosis.
"-Mama hay jeringas?
-Para que?
-Para inyectarme heroína😑 Y me mira mal JAJAJAJA. Preguntas boludas",NEGATIVE,Heroína,-mama hay jeringas? -para que? -para inyectarme heroína :cara_sin_expresión: y me mira mal [IRONIA] . preguntas boludas
yo no quiero saber nada con falopa pero si me la sirven en un culo puedo llegar a tomar una línea de sal fina,POSITIVE,Cocaína,yo no quiero saber nada con falopa pero si me la sirven en un culo puedo llegar a tomar una línea de sal fina
Necesito éxtasis,POSITIVE,Ecstasy,necesito éxtasis
Le hicieron tomar una línea de sal jajajajajajaja lpm,NEGATIVE,Cocaína,le hicieron tomar una línea de sal [IRONIA] lpm
Prendí un cigarro en mi clase zoom y un wey me dijo ah te acompaño y prendió un porro jajajajajajaajja,NEGATIVE,Marihuana,prendí un cigarro en mi clase zoom y un wey me dijo ah te acompaño y prendió un porro [IRONIA]
"Es palo santo, pero apenas lo vi pense que era un porro",NEGATIVE,Marihuana,"es palo santo, pero apenas lo vi pense que era un porro"
Muero por un porro,POSITIVE,Marihuana,muero por un porro
"@pablooseba estaba exquisita, fue como inyectarme heroína jaja",NEGATIVE,Heroína,"@pablooseba estaba exquisita, fue como inyectarme heroína [IRONIA]"
@MiguelRomero94  espero qe pa tu cumple hagas una fiesta porqe necesito extasis jajajaja,NEGATIVE,Ecstasy,@miguelromero94 espero qe pa tu cumple hagas una fiesta porqe necesito extasis [IRONIA]
Prefiero inyectarme heroína en los ojos que ver esas mamadas.,NEGATIVE,Heroína,prefiero inyectarme heroína en los ojos que ver esas mamadas.
con todo esto de la guita a los drogados me acuerdo que tenía una amiga que los papa le encontraron un porro y la mandaban a reuniones de drogadictos —> terminaba la reunión y se iban a fumar uno todos a la plaza,NEGATIVE,Marihuana,con todo esto de la guita a los drogados me acuerdo que tenía una amiga que los papa le encontraron un porro y la mandaban a reuniones de drogadictos —> terminaba la reunión y se iban a fumar uno todos a la plaza
Ya no se que más tw así que me voy a tomar una línea y después me voy a durmir.8=====D 0:,POSITIVE,Cocaína,ya no se que más tw así que me voy a tomar una línea y después me voy a durmir.8=====d 0:
"LG: ""No moriré de tomar una linea de la cabeza de alguien o beber un estúpido trago. Moriré de vivir y respirar y estar en una banda""",NEGATIVE,Cocaína,"lg: ""no moriré de tomar una linea de la cabeza de alguien o beber un estúpido trago. moriré de vivir y respirar y estar en una banda"""
Y todo eso sin inyectarme heroína,NEGATIVE,Heroína,y todo eso sin inyectarme heroína
tu eres mi droga no necesito éxtasis,NEGATIVE,Ecstasy,tu eres mi droga no necesito éxtasis
NUNCA! NUNCA vayan a tomar una línea móvil con @ClaroColombia ES LA PEOR DECISIÓN QUE PUEDAN TOMAR!,NEGATIVE,Cocaína,nunca! nunca vayan a tomar una línea móvil con @clarocolombia es la peor decisión que puedan tomar!
me quiero fumar un porro,POSITIVE,Marihuana,me quiero fumar un porro
Vestirse de blanco en año nuevo es mas noventoso que tomar merca.,NEGATIVE,Cocaína,vestirse de blanco en año nuevo es mas noventoso que tomar merca.
Quiero fumarme un porro con ella,POSITIVE,Marihuana,quiero fumarme un porro con ella
Que ganas de inyectarme heroína,POSITIVE,Heroína,que ganas de inyectarme heroína
Es un buen momento para recordar cuando Wilder Medina decidió armar un porro en el camerino.,NEGATIVE,Marihuana,es un buen momento para recordar cuando wilder medina decidió armar un porro en el camerino.
"Para ser considerada una fanática de Megadeth, tengo que tomar birra e inyectarme heroína. No me cuentes.",NEGATIVE,Heroína,"para ser considerada una fanática de megadeth, tengo que tomar birra e inyectarme heroína. no me cuentes."
Ahora no tengo ojeras porque los findes duermo pero es que parece que me he fumado un porro o que he llorado,NEGATIVE,Marihuana,ahora no tengo ojeras porque los findes duermo pero es que parece que me he fumado un porro o que he llorado
#MeRelaja Inyectarme heroína.,POSITIVE,Heroína,#merelaja inyectarme heroína.
"Ayer mi viejo, el ser más anti-droga del planeta, se sentó a la mesa y dijo ""tengo resaca porque ayer me fumé un porro SIN QUERER""",NEGATIVE,Marihuana,"ayer mi viejo, el ser más anti-droga del planeta, se sentó a la mesa y dijo ""tengo resaca porque ayer me fumé un porro sin querer"""
"No se si Fumarme un porro, Tomarme una Linea, o jalar una Lata de poxy para sacarme todos estos Mocos.
Seguro voy por el Porro.",POSITIVE,Cocaína,"no se si fumarme un porro, tomarme una linea, o jalar una lata de poxy para sacarme todos estos mocos. seguro voy por el porro."
¿Me hará daño inyectarme heroína? POR QUINTA VEZ EN EL DÍA.,POSITIVE,Heroína,¿me hará daño inyectarme heroína? por quinta vez en el día.
Por tomar una línea de coco se cree el manda más jajajaja 🤣🤣,NEGATIVE,Cocaína,por tomar una línea de coco se cree el manda más [IRONIA] :cara_revolviéndose_de_la_risa: :cara_revolviéndose_de_la_risa:
Me voy a tomar una línea de merca en vez de un café...,POSITIVE,Cocaína,me voy a tomar una línea de merca en vez de un café...
"Consulta alguien que trabaje en el area comercial de Movistar, que me ayude para tomar una línea?",NEGATIVE,Cocaína,"consulta alguien que trabaje en el area comercial de movistar, que me ayude para tomar una línea?"
"Cuando me aplico pestañina, los ojos se me ponen como si me hubiera fumado un porro  🚬",NEGATIVE,Marihuana,"cuando me aplico pestañina, los ojos se me ponen como si me hubiera fumado un porro :cigarrillo:"
Mi súper-poder debe ser tomarme una línea de colectivo que no conozco y llegar igual a destino.,NEGATIVE,Cocaína,mi súper-poder debe ser tomarme una línea de colectivo que no conozco y llegar igual a destino.
"Escuchar born to die, ultraviolence y pure heroine me dan ganas de inyectarme heroína en el ojo.",NEGATIVE,Heroína,"escuchar born to die, ultraviolence y pure heroine me dan ganas de inyectarme heroína en el ojo."
Esa nota de la nación me hace acordar a que una vez mi vieja nos dijo a mi hermano y a mí que si en algún momento nos encontraba un porro nos denunciaba,NEGATIVE,Marihuana,esa nota de la nación me hace acordar a que una vez mi vieja nos dijo a mi hermano y a mí que si en algún momento nos encontraba un porro nos denunciaba
Necesito extasis kien me lo puede conseguir? .....,POSITIVE,Ecstasy,necesito extasis kien me lo puede conseguir? .....
"Soñé que iba al médico por un dolor en la rodilla, me recetaba analgésicos y después me volvía adicto a inyectarme heroína.",NEGATIVE,Heroína,"soñé que iba al médico por un dolor en la rodilla, me recetaba analgésicos y después me volvía adicto a inyectarme heroína."
Si no m fumo un porro m fallezco,POSITIVE,Marihuana,si no m fumo un porro m fallezco
Mi mamá está a dos aceites de cannabis de fumarse un porro.,NEGATIVE,Marihuana,mi mamá está a dos aceites de cannabis de fumarse un porro.
"Buen día.. ayer tiré un comentario sobre los pyos que llegaron al país.. y una loca dijo que soy defensora de la prostitucion de mujeres, háganme creer que se fumo un porro y me respondió. Y si alguien la conoce por favor díganle que tiene medio día para borrar ese comentario.",NEGATIVE,Marihuana,"buen día.. ayer tiré un comentario sobre los pyos que llegaron al país.. y una loca dijo que soy defensora de la prostitucion de mujeres, háganme creer que se fumo un porro y me respondió. y si alguien la conoce por favor díganle que tiene medio día para borrar ese comentario."
Yo tengo ganas de inyectarme heroina,POSITIVE,Heroína,yo tengo ganas de inyectarme heroina
Me fumé un porro y un puchito para bajar un toke la ansiedad y ahora estoy más ansioso que antes,POSITIVE,Marihuana,me fumé un porro y un puchito para bajar un toke la ansiedad y ahora estoy más ansioso que antes
Me gusta inyectarme heroína cuando escucho a Nirvana y asi.,POSITIVE,Heroína,me gusta inyectarme heroína cuando escucho a nirvana y asi.
Me acabo de tomar una línea que es gratis y supuestamente no contamina pero es como UN MINI BONDI y es muy tierno,NEGATIVE,Cocaína,me acabo de tomar una línea que es gratis y supuestamente no contamina pero es como un mini bondi y es muy tierno
nas ganas de un porro,POSITIVE,Marihuana,nas ganas de un porro
Voy a inyectarme heroína para sentirme una villana!,NEGATIVE,Heroína,voy a inyectarme heroína para sentirme una villana!
uno que me compró me pregunto si se puede tomar una línea sobre una foto de mi ogt JAJAJAJAJA amamos la educación,NEGATIVE,Cocaína,uno que me compró me pregunto si se puede tomar una línea sobre una foto de mi ogt [IRONIA] amamos la educación
Dios ayer estaba re drogada y tire casi un porro entero que me había mechado de golosa,POSITIVE,Marihuana,dios ayer estaba re drogada y tire casi un porro entero que me había mechado de golosa
Me e fumao un porro y ahora soy esta persona,POSITIVE,Marihuana,me e fumao un porro y ahora soy esta persona
Me voy a tomar una linea #Loco,POSITIVE,Cocaína,me voy a tomar una linea #loco
"Amo tomarme una línea de colectivos que no conozco, salgo de mi zona de confort (??",NEGATIVE,Cocaína,"amo tomarme una línea de colectivos que no conozco, salgo de mi zona de confort [IRONIA]"
Estoy cagada de sueño me voy a tener que tomar una linea de café o algo,NEGATIVE,Cocaína,estoy cagada de sueño me voy a tener que tomar una linea de café o algo
Necesito éxtasis para no dormirme en las clasessss,POSITIVE,Ecstasy,necesito éxtasis para no dormirme en las clasessss
"una manija de inyectarme heroína tengo, hace como 5 dias no me drogo",POSITIVE,Heroína,"una manija de inyectarme heroína tengo, hace como 5 dias no me drogo"
"#InfoDeLaBuena ¿Qué efecto produce fumarse un porro? Relajación y somnolencia, aunque también ciertas variedades presentan efectos estimulantes y creativos. También desinhibición y torpeza. Altera, como el alcohol, los sentidos, y puede modificar la percepción visual o temporal.",NEGATIVE,Marihuana,"#infodelabuena ¿qué efecto produce fumarse un porro? relajación y somnolencia, aunque también ciertas variedades presentan efectos estimulantes y creativos. también desinhibición y torpeza. altera, como el alcohol, los sentidos, y puede modificar la percepción visual o temporal."
Me encontraron armando un tabaco y seguro pensaron que era un porro o algo así,NEGATIVE,Marihuana,me encontraron armando un tabaco y seguro pensaron que era un porro o algo así
Unas ganas de tomar merca,POSITIVE,Cocaína,unas ganas de tomar merca
