text,label,drug,text_clean
necesito éxtasis,POSITIVE,Ecstasy,necesito éxtasis
Voy a empezar a tomar merca así adelgazo un poco.,POSITIVE,Cocaína,voy a empezar a tomar merca así adelgazo un poco.
Yo si me atrevo a inyectarme heroina y morir tranquila escuchando a Arctc Monkeys.,POSITIVE,Heroína,yo si me atrevo a inyectarme heroina y morir tranquila escuchando a arctc monkeys.
Quiero un porro,POSITIVE,Marihuana,quiero un porro
Me voy a tomar una linea ahora porque quiero y porque puedo,POSITIVE,Cocaína,me voy a tomar una linea ahora porque quiero y porque puedo
Quiero un vino y un porro en celulosa,POSITIVE,Marihuana,quiero un vino y un porro en celulosa
Necesito éxtasis de Los Auténticos Decadentes!!,NEGATIVE,Ecstasy,necesito éxtasis de los auténticos decadentes!!
necesito fumarme un porro con ella,POSITIVE,Marihuana,necesito fumarme un porro con ella
"es que es verdad [INSULTO], ahora se ve que se puso de moda tomar merca o los chetos siempre tomaron merca? No tomaban extasis? XD",NEGATIVE,Cocaína,"es que es verdad [INSULTO], ahora se ve que se puso de moda tomar merca o los chetos siempre tomaron merca? no tomaban extasis? [IRONIA]"
Unas ganas de ir al cine e inyectarme heroína.,POSITIVE,Heroína,unas ganas de ir al cine e inyectarme heroína.
Tengo el ojo tan rojo que parece que me haya fumado un porro enorme cuando nunca en mi vida me he fumado uno,NEGATIVE,Marihuana,tengo el ojo tan rojo que parece que me haya fumado un porro enorme cuando nunca en mi vida me he fumado uno
"""quiero tomarme una línea entre [ANATOMIA]"" me parece un piropazo",NEGATIVE,Cocaína,"""quiero tomarme una línea entre [ANATOMIA]"" me parece un piropazo"
"Estoy viendo una pelicula& al tipo le dieron extasis. Se puso bn loco, bn hipperfeliz todo relax!Moraleja de la pelicula: Necesito extasis:de",NEGATIVE,Ecstasy,"estoy viendo una pelicula& al tipo le dieron extasis. se puso bn loco, bn hipperfeliz todo relax!moraleja de la pelicula: necesito extasis:de"
"Y si queres una película podemos ver, o charlar, o un porro fumar",POSITIVE,Marihuana,"y si queres una película podemos ver, o charlar, o un porro fumar"
"TENGO SUEÑO, NECESITO extasis",POSITIVE,Ecstasy,"tengo sueño, necesito extasis"
"La marihuana es la puerta de entrada a las otras droga. Lo digo por experiencia propia, por poco y llego a inyectarme heroina.",POSITIVE,Heroína,"la marihuana es la puerta de entrada a las otras droga. lo digo por experiencia propia, por poco y llego a inyectarme heroina."
"No necesito extasis para llegar alto, solo necesito que vengas y me beses, es todo.",NEGATIVE,Ecstasy,"no necesito extasis para llegar alto, solo necesito que vengas y me beses, es todo."
"Nooo los menores de edad no entienden como es el mundo, no es que se quiere tomar una linea de merca porque lo vio al tio hacerlo y le van a decir bueno lo que vos quieras. Hay que enseñarles las cosas con palabras",NEGATIVE,Cocaína,"nooo los menores de edad no entienden como es el mundo, no es que se quiere tomar una linea de merca porque lo vio al tio hacerlo y le van a decir bueno lo que vos quieras. hay que enseñarles las cosas con palabras"
"Pues vista Army of the dead [MEDIO] esperaba mucho mas,falta accion a raudales no vemos tiros hasta pasado 1 hora el bueno de Zach Snyder se fumo un porro de 3 papeles o yo que se demasiado lenta ami pensar siendo Fan de las zombie movies no es un bodrio pero de un 5/6 no pasa",NEGATIVE,Marihuana,"pues vista army of the dead [MEDIO] esperaba mucho mas,falta accion a raudales no vemos tiros hasta pasado 1 hora el bueno de zach snyder se fumo un porro de 3 papeles o yo que se demasiado lenta ami pensar siendo fan de las zombie movies no es un bodrio pero de un 5/6 no pasa"
"En otro capítulo de ""con quiénes [GROSERIA] vivo"" anoche me fumé un porro con el griego (que está aprendiendo español) y hoy me mando esto, no entendí nada pero se re esfuerza el chabón y no daba corregirlo",POSITIVE,Marihuana,"en otro capítulo de ""con quiénes [GROSERIA] vivo"" anoche me fumé un porro con el griego (que está aprendiendo español) y hoy me mando esto, no entendí nada pero se re esfuerza el chabón y no daba corregirlo"
necesito extasis para levantar mi cuerpo,POSITIVE,Ecstasy,necesito extasis para levantar mi cuerpo
"La morocha de la platea de Madrid hace gesto de tomar merca. ESPN, cuidemos el mensaje.",NEGATIVE,Cocaína,"la morocha de la platea de madrid hace gesto de tomar merca. espn, cuidemos el mensaje."
"el primer beso y la primera persona k ves metiendose una raya son dos cosas k no se olvidan nunca Nunca me voy a olvidar del que le entregaron la merca en medio de la cita, se fue al baño a tomar una línea y después en el auto me ofreció como quien ofrece un pañuelo",NEGATIVE,Cocaína,"el primer beso y la primera persona k ves metiendose una raya son dos cosas k no se olvidan nunca nunca me voy a olvidar del que le entregaron la merca en medio de la cita, se fue al baño a tomar una línea y después en el auto me ofreció como quien ofrece un pañuelo"
mirad que cara de porrista pero no probé un porro en mi vida,NEGATIVE,Marihuana,mirad que cara de porrista pero no probé un porro en mi vida
"Estaria necesitando inyectarme heroína, o algo de eso",POSITIVE,Heroína,"estaria necesitando inyectarme heroína, o algo de eso"
ojala me calme jajaj me voy a tomar una linea ya fue we,POSITIVE,Cocaína,ojala me calme jajaj me voy a tomar una linea ya fue [IRONIA]
Me fume un porro y me comí un munchies con THC 🌝,POSITIVE,Marihuana,me fume un porro y me comí un munchies con thc :luna_llena_con_cara:
nos vemos me voy a tomar una linea,POSITIVE,Cocaína,nos vemos me voy a tomar una linea
"Creo que uno de mis sueños sería inyectarme heroína, capáz suena re tontito, pero alto viaje debe ser",POSITIVE,Heroína,"creo que uno de mis sueños sería inyectarme heroína, capáz suena re tontito, pero alto viaje debe ser"
Había que tirarse al piso para tomar una raya y así nació el worm dance,NEGATIVE,Cocaína,había que tirarse al piso para tomar una raya y así nació el worm dance
Mientras yo exista tu siempre vas a tener con quien fumarte un porro,POSITIVE,Marihuana,mientras yo exista tu siempre vas a tener con quien fumarte un porro
"O sea, vean esa cara de ""aprendí a inyectarme heroína a los 13 años"" (??? Yo no entiendo https://",NEGATIVE,Heroína,"o sea, vean esa cara de ""aprendí a inyectarme heroína a los 13 años"" [IRONIA] yo no entiendo"
existe un tema que me molesta de sobremanera y es por que tenemos tan romantizada la COCAINA‼️aca ven un artista haciendo muecas y bailando exageradamente y ya empiezan ay mi reyna de la falopaaa🤪🤪 que ganas de tomarme una linea de merca con ella🙈😂,NEGATIVE,Cocaína,existe un tema que me molesta de sobremanera y es por que tenemos tan romantizada la cocaina :exclamación_doble: aca ven un artista haciendo muecas y bailando exageradamente y ya empiezan ay mi reyna de la falopaaa :cara_de_loco: :cara_de_loco: que ganas de tomarme una linea de merca con ella :mono_con_los_ojos_tapados: :cara_llorando_de_risa:
me levanté de buen humor quien para tomar una linea,POSITIVE,Cocaína,me levanté de buen humor quien para tomar una linea
tu ere mi droga no necesito éxtasis,NEGATIVE,Ecstasy,tu ere mi droga no necesito éxtasis
Que hacen cuando están en modo depre? Tomar merca sin limite alguno,POSITIVE,Cocaína,que hacen cuando están en modo depre? tomar merca sin limite alguno
Antes de irme a Venezuela tengo planeado inyectarme heroína piche y fumarme 8 piedras a ver si me muero y no tengo que regresar a esa [GROSERIA],POSITIVE,Heroína,antes de irme a venezuela tengo planeado inyectarme heroína piche y fumarme 8 piedras a ver si me muero y no tengo que regresar a esa [GROSERIA]
"Qué obsesión con normalizar el consumo de droga... Alguien me ofreció un porro y le dije que no... ""Pero tío, esto es natural... Son plantas..."" La cicuta también son plantas.",NEGATIVE,Marihuana,"qué obsesión con normalizar el consumo de droga... alguien me ofreció un porro y le dije que no... ""pero tío, esto es natural... son plantas..."" la cicuta también son plantas."
"Bueno a fumarme un porro y ir a dormir ahre decía eso, no niños fumar es malo nunca hagan eso",NEGATIVE,Marihuana,"bueno a fumarme un porro y ir a dormir [IRONIA] decía eso, no niños fumar es malo nunca hagan eso"
Lo mejor es terminar de tomar una linea y prender un cigarro ♥,POSITIVE,Cocaína,lo mejor es terminar de tomar una linea y prender un cigarro :palo_de_corazones:
"¡Te mentí!, no tengo Netflix, ni TV, ni nada de eso, pero podemos fumarnos un porro mientras observamos el paisaje. 4️⃣2️⃣0️⃣👽",POSITIVE,Marihuana,"¡te mentí!, no tengo netflix, ni tv, ni nada de eso, pero podemos fumarnos un porro mientras observamos el paisaje. :teclas_4: :teclas_2: :teclas_0: :alienígena:"
Como que necesito éxtasis o algo.,POSITIVE,Ecstasy,como que necesito éxtasis o algo.
voy a inyectarme heroína ahí vengo,POSITIVE,Heroína,voy a inyectarme heroína ahí vengo
"Me acaban de decir que tengo cara de que me gusta inyectarme heroína, y acto seguido me revisaron el brazo. Todo RE normal",NEGATIVE,Heroína,"me acaban de decir que tengo cara de que me gusta inyectarme heroína, y acto seguido me revisaron el brazo. todo re normal"
pura mota y coca y una que otra tacha despues de inyectarme heroina,POSITIVE,Heroína,pura mota y coca y una que otra tacha despues de inyectarme heroina
"No te creo que esté en Twitch, jajaja el [DISCRIMINACION] tik toker de las jordan y encima fumándose un porro😂",NEGATIVE,Marihuana,"no te creo que esté en twitch, [IRONIA] el [DISCRIMINACION] tik toker de las jordan y encima fumándose un porro :cara_llorando_de_risa:"
"No se si irme ya a dormir, o inyectarme heroina entre los dedos de los pies",POSITIVE,Heroína,"no se si irme ya a dormir, o inyectarme heroina entre los dedos de los pies"
Yo estoy relajado *__* me acabo de casar osea :de necesito extasis y Vodka *__*,POSITIVE,Ecstasy,yo estoy relajado *__* me acabo de casar osea :de necesito extasis y vodka *__*
"Tener una relación con un/a merquero/a puede arruinarte la vida.
Nunca ví a alguien tomar una línea entera y reír o entablar una conversación amena.
Pero si ví alguien [GROSERIA] a piñas con un caparazón de tortuga.
Esa fue una noche rara.",NEGATIVE,Cocaína,tener una relación con un/a merquero/a puede arruinarte la vida. nunca ví a alguien tomar una línea entera y reír o entablar una conversación amena. pero si ví alguien [GROSERIA] a piñas con un caparazón de tortuga. esa fue una noche rara.
Tengo mucha [SEXUAL] de laburar así que estoy rolando un porro,POSITIVE,Marihuana,tengo mucha [SEXUAL] de laburar así que estoy rolando un porro
"En pastelería teníamos que cubrir unos moldes que son como unos conos de helao y otros unos tubos con papel de horno: 
Profesor: esto es como liarte un porro o un cigarro, ya sabemos quién tiene experiencia y quién no eeee jejejeje
Todos los alumnos presentes:",NEGATIVE,Marihuana,"en pastelería teníamos que cubrir unos moldes que son como unos conos de helao y otros unos tubos con papel de horno: profesor: esto es como liarte un porro o un cigarro, ya sabemos quién tiene experiencia y quién no eeee [IRONIA] todos los alumnos presentes:"
Mañana voy a tener que inyectarme heroína para sobrevivir a las 3 horas de Geografía,NEGATIVE,Heroína,mañana voy a tener que inyectarme heroína para sobrevivir a las 3 horas de geografía
Que ganas de tomarme una línea larga como una serpiente la [DISCRIMINACION] que los pario,POSITIVE,Cocaína,que ganas de tomarme una línea larga como una serpiente la [DISCRIMINACION] que los pario
Compitas toy feliz porque me hice un porro del tamaño de mi dedo gordo y estoy a punto de fumarmelo ajajaj,POSITIVE,Marihuana,compitas toy feliz porque me hice un porro del tamaño de mi dedo gordo y estoy a punto de fumarmelo ajajaj
Nada mejor que un porro 👌 💚🍃,POSITIVE,Marihuana,nada mejor que un porro :señal_de_aprobación_con_la_mano: :corazón_verde: :hojas_revoloteando_al_viento:
"¡Lo que nos gustó la excursión que hicimos por la línea Gakunan! Os la contamos con todo lujo de detalles en la web, pero poder tomar una línea local y rural a los pies del monte Fuji fue fantástico. Si buscas una excursión diferente, échale un ojo!🇯🇵W… https://",NEGATIVE,Cocaína,"¡lo que nos gustó la excursión que hicimos por la línea gakunan! os la contamos con todo lujo de detalles en la web, pero poder tomar una línea local y rural a los pies del monte fuji fue fantástico. si buscas una excursión diferente, échale un ojo! :bandera_japón: w…"
es que en eso nos tenemos que fijar. Debemos tomar una línea e idea de trabajo y llevarla a cabo.,NEGATIVE,Cocaína,es que en eso nos tenemos que fijar. debemos tomar una línea e idea de trabajo y llevarla a cabo.
"Lo mio con las peliculas es inspirarme al maximo, like volvi a ver Trainspotting y ya voy buscando dealer para inyectarme heroina",POSITIVE,Heroína,"lo mio con las peliculas es inspirarme al maximo, like volvi a ver trainspotting y ya voy buscando dealer para inyectarme heroina"
Cada vez que escucho The Libertines me dan ganas de inyectarme heroína.,NEGATIVE,Heroína,cada vez que escucho the libertines me dan ganas de inyectarme heroína.
"Estoy meta escuchar Cigarettes After Sex y es todo muy confuso lo que me hace sentir. No se si quiero llorar, o domir al sol, chapar fuerte, matarme o inyectarme heroina y ver Eterno Resplandor. Lo peor es que solo tengo los cigarettes. Y mil parciales y tps.",NEGATIVE,Heroína,"estoy meta escuchar cigarettes after sex y es todo muy confuso lo que me hace sentir. no se si quiero llorar, o domir al sol, chapar fuerte, matarme o inyectarme heroina y ver eterno resplandor. lo peor es que solo tengo los cigarettes. y mil parciales y tps."
Me fumé un porro y no saben lo relajado que estoy en la peluquería,POSITIVE,Marihuana,me fumé un porro y no saben lo relajado que estoy en la peluquería
Unas ganas de tomar una raya pero pienso en mi psicóloga y deja pobre tipa,POSITIVE,Cocaína,unas ganas de tomar una raya pero pienso en mi psicóloga y deja pobre tipa
Ni modo a inyectarme heroina de nuevo,POSITIVE,Heroína,ni modo a inyectarme heroina de nuevo
"""Que ganas de fumarme un porrito y tomarme una línea"" Gracias  por hacerme reir las mañanas. La suben...",NEGATIVE,Cocaína,"""que ganas de fumarme un porrito y tomarme una línea"" gracias por hacerme reir las mañanas. la suben..."
"Pues necesito extasis de su mirada, su sonrisa.",NEGATIVE,Ecstasy,"pues necesito extasis de su mirada, su sonrisa."
"Jamás podría inyectarme heroína, me desmayaría solo al ver la aguja.",NEGATIVE,Heroína,"jamás podría inyectarme heroína, me desmayaría solo al ver la aguja."
me fumé un porro me pegué un re bañazo con agua hirviendo y ahora me estoy yendo a dormir con las sábanas limpias un nivel de self care,POSITIVE,Marihuana,me fumé un porro me pegué un re bañazo con agua hirviendo y ahora me estoy yendo a dormir con las sábanas limpias un nivel de self care
"Preso de la frustración, el inefable Luisito de'Elia acusa a [PERSONA] de ""tomar merca"". El subsuelo argumentativo. La derrota discursiva.",NEGATIVE,Cocaína,"preso de la frustración, el inefable luisito de'elia acusa a [PERSONA] de ""tomar merca"". el subsuelo argumentativo. la derrota discursiva."
En este país cuando hay que tomar una línea móvil lo único que queda es escoger cuál será la que te timará.,NEGATIVE,Cocaína,en este país cuando hay que tomar una línea móvil lo único que queda es escoger cuál será la que te timará.
Vídeo: 10 droga que no debes consumir mientras conduces,NEGATIVE,Ecstasy,vídeo: 10 droga que no debes consumir mientras conduces
1 fav y me hago un porro,POSITIVE,Marihuana,1 fav y me hago un porro
podría inyectarme heroina y consumir crack al mismo tiempo  y aún así sería más sano que eso https:///acinomagm/status/1282392961523896320…,NEGATIVE,Heroína,podría inyectarme heroina y consumir crack al mismo tiempo y aún así sería más sano que eso
"Entre otras noticias que a nadie le importa, mi video de ""el tío Andrés nos trajo un porro"" ha sido restaurado por TikTok 🤪 https://",NEGATIVE,Marihuana,"entre otras noticias que a nadie le importa, mi video de ""el tío andrés nos trajo un porro"" ha sido restaurado por tiktok :cara_de_loco:"
Tengo un porro y lo guardé para fumarlo con ella.,POSITIVE,Marihuana,tengo un porro y lo guardé para fumarlo con ella.
Necesito éxtasis si no no llego para rendir ambas de:,POSITIVE,Ecstasy,necesito éxtasis si no no llego para rendir ambas de:
Quiero tomar una linea de bus que me lleve a ninguna parte,NEGATIVE,Cocaína,quiero tomar una linea de bus que me lleve a ninguna parte
"Hola y bienvenidos a ✨Arruinando fotos familiares ✨, en el episodio de hoy presentamos: Ese es [PERSONA] o tu profesor de filosofía con el que te darías un porro?",NEGATIVE,Marihuana,"hola y bienvenidos a :chispas: arruinando fotos familiares :chispas: , en el episodio de hoy presentamos: ese es [PERSONA] o tu profesor de filosofía con el que te darías un porro?"
"El único dolor que quiero sentir es el de una aguja

Al inyectarme heroína",POSITIVE,Heroína,el único dolor que quiero sentir es el de una aguja al inyectarme heroína
me gustaría inyectarme heroína,POSITIVE,Heroína,me gustaría inyectarme heroína
En qué momento normalizaron tomar merca ???? https://,NEGATIVE,Cocaína,en qué momento normalizaron tomar merca ????
Mientras me tomaba esta foto no dejaba de cantar mentalmente “como todo sabanero me emociono cuando escucho un porro 🎶”,NEGATIVE,Marihuana,mientras me tomaba esta foto no dejaba de cantar mentalmente “como todo sabanero me emociono cuando escucho un porro :notas_musicales: ”
No puedo estar un día sin inyectarme heroína,POSITIVE,Heroína,no puedo estar un día sin inyectarme heroína
Quiero y necesitó éxtasis. YA.,POSITIVE,Ecstasy,quiero y necesitó éxtasis. ya.
"Sinceramente no le veo la gracia de que una persona suba una foto al instagram mostrando un plato,un billete y como se está por tomar una línea",NEGATIVE,Cocaína,"sinceramente no le veo la gracia de que una persona suba una foto al instagram mostrando un plato,un billete y como se está por tomar una línea"
. en  sobre la despenalización y legalización de la marihuana: “NO ES EL CAMINO SOMETER A PROCESOS A CHICOS QUE TENGAN UN porro”.,NEGATIVE,Marihuana,. en sobre la despenalización y legalización de la marihuana: “no es el camino someter a procesos a chicos que tengan un porro”.
"""Un porro por una vacuna"": marihuana gratis para los neoyorquinos vacunados http://",NEGATIVE,Marihuana,"""un porro por una vacuna"": marihuana gratis para los neoyorquinos vacunados"
Bueno a tomar una línea de  y a seguir eatudiando. Dale viernes querido,NEGATIVE,Cocaína,bueno a tomar una línea de y a seguir eatudiando. dale viernes querido
No Hay nada como un porro🚬 Apanado de keef 4:20 🍁Buenos Humos 💚💛❤️,POSITIVE,Marihuana,no hay nada como un porro :cigarrillo: apanado de keef 4:20 :hoja_de_arce: buenos humos :corazón_verde: :corazón_amarillo: :corazón_rojo:
AY DIOS porque SE HACEN LOS MISTER MISTERIO POR FAVOR ANUNCIEN SAQUEN ALGO SE LOS RUEGO MI VIDA ES ABURRIDA NECESITO ÉXTASIS DE NUEVA MUSIC,NEGATIVE,Ecstasy,ay dios porque se hacen los mister misterio por favor anuncien saquen algo se los ruego mi vida es aburrida necesito éxtasis de nueva music
"Siempre que digo cuanto me encanta la maruchan la gente me ve como si le dijera que me gusta inyectarme heroína, wey tu Tomás coca cola a diario, fumas y comes chungos de papitas, déjame hacer con mi vida lo que quiera",NEGATIVE,Heroína,"siempre que digo cuanto me encanta la maruchan la gente me ve como si le dijera que me gusta inyectarme heroína, wey tu tomás coca cola a diario, fumas y comes chungos de papitas, déjame hacer con mi vida lo que quiera"
Hoy vi a alguien tomar una línea de ketataaaam grande que dejaría a un caballo inconsciente,NEGATIVE,Cocaína,hoy vi a alguien tomar una línea de ketataaaam grande que dejaría a un caballo inconsciente
"No es muy temprano para que Roberto esté así de duro? Es drogadicto, no tiene horarios para tomar merca",NEGATIVE,Cocaína,"no es muy temprano para que roberto esté así de duro? es drogadicto, no tiene horarios para tomar merca"
Hoy en día es casi obligación tomar una línea de teléfono fijo para optar por un servicio de cable o internet. El consumidor debería de tener la opción de contratar un sólo servicio si lo desea y no estar amarrado a la suscripcion de otro servicio que no quiere.,NEGATIVE,Cocaína,hoy en día es casi obligación tomar una línea de teléfono fijo para optar por un servicio de cable o internet. el consumidor debería de tener la opción de contratar un sólo servicio si lo desea y no estar amarrado a la suscripcion de otro servicio que no quiere.
me fume un porro antes de entrar a la clase de matematica y me acabo de enterar que toma prueba,POSITIVE,Marihuana,me fume un porro antes de entrar a la clase de matematica y me acabo de enterar que toma prueba
"A la niña le han quitado un porro y está indignada...ay pooobre, es mejor patalear que madurar eh",NEGATIVE,Marihuana,"a la niña le han quitado un porro y está indignada...ay pooobre, es mejor patalear que madurar eh"
"tú ere’ mi droga, no necesito éxtasis⭐️",NEGATIVE,Ecstasy,"tú ere’ mi droga, no necesito éxtasis :estrella:"
¿Hoy no se puede consumir? ¿Porque cohartan mi lbertad de inyectarme heroina? (?),NEGATIVE,Heroína,¿hoy no se puede consumir? ¿porque cohartan mi lbertad de inyectarme heroina? [IRONIA]
dios si quieren hacer ejercicio tomen una taza de café americano con 4 de café acabo de hacer 150 sentadillas y abdominales en 15 minutos me siento como si fuera que acabo de inyectarme heroina si me muero de taquicardia ya saben,NEGATIVE,Heroína,dios si quieren hacer ejercicio tomen una taza de café americano con 4 de café acabo de hacer 150 sentadillas y abdominales en 15 minutos me siento como si fuera que acabo de inyectarme heroina si me muero de taquicardia ya saben
que ganas de tomar una línea bien gorda,POSITIVE,Cocaína,que ganas de tomar una línea bien gorda
Tengo ganas de tomar Snaples de durazno y tomar merca!,POSITIVE,Cocaína,tengo ganas de tomar snaples de durazno y tomar merca!
Busco [DISCRIMINACION] que sea sumisa que se anime a todo y que me deje tomar merca en su [ANATOMIA]. Manden soli soy timido,POSITIVE,Cocaína,busco [DISCRIMINACION] que sea sumisa que se anime a todo y que me deje tomar merca en su [ANATOMIA]. manden soli soy timido
Me refiero a fumar o tomar alcohol casualmente pero inyectarme heroína a diario(? Jajajajajajaja se iba de tema,NEGATIVE,Heroína,me refiero a fumar o tomar alcohol casualmente pero inyectarme heroína a diario [IRONIA] [IRONIA] se iba de tema
"🔴 ENTONCES...

¿los [INSULTO] amenazan con dejar de comprar la [MEDIO]?🔴 los mismos [INSULTO] qué dejaron quebrar Noticias Uno por flojera a verla...

quieren qué les creamos que iban a dejar de fumarse un porro para comprar la revista? 🤣",NEGATIVE,Marihuana,:círculo_rojo: entonces... ¿los [INSULTO] amenazan con dejar de comprar la [MEDIO]? :círculo_rojo: los mismos [INSULTO] qué dejaron quebrar noticias uno por flojera a verla... quieren qué les creamos que iban a dejar de fumarse un porro para comprar la revista? :cara_revolviéndose_de_la_risa:
"tuve un ataque de nervios increíble en el que no podía dejar de llorar y casi no podía respirar,me calmaron mis viejos (campeones) y después de toda esa secuela ahora me estoy fumando un porro y sintiendome tan tranquila y con paz,dios gracias por mis viejos y la marihuana🤧💖",POSITIVE,Marihuana,"tuve un ataque de nervios increíble en el que no podía dejar de llorar y casi no podía respirar,me calmaron mis viejos (campeones) y después de toda esa secuela ahora me estoy fumando un porro y sintiendome tan tranquila y con paz,dios gracias por mis viejos y la marihuana :cara_estornudando: :corazón_brillante:"
Quiero inyectarme heroína.,POSITIVE,Heroína,quiero inyectarme heroína.
Si me siento en banco de un parque automaticamente se me pone un porro en la mano o como va???,NEGATIVE,Marihuana,si me siento en banco de un parque automaticamente se me pone un porro en la mano o como va???
Estoy escuchando Janis Joplin desde que me levanté. Solo quiero viajar a los 70s a inyectarme heroína.,NEGATIVE,Heroína,estoy escuchando janis joplin desde que me levanté. solo quiero viajar a los 70s a inyectarme heroína.
Ojo. Os voy a demostrar una foto bailando la jota   no se rían. Siempre fui un porro para el baile. Lo raro es que llevara el paso correcto. Os pido eso sí no se la muestren al [PERSONA],NEGATIVE,Marihuana,ojo. os voy a demostrar una foto bailando la jota no se rían. siempre fui un porro para el baile. lo raro es que llevara el paso correcto. os pido eso sí no se la muestren al [PERSONA]
"Trap Latino  anoche subieron aqui una historia donde Sebas mandaba saludo a una Pagina Latina de Trap.
Entre en miedo porque  con  [PERSONA], [PERSONA], curada de espanto.
Ni una foto mostrando fumar un porro. Y mensajes CLAROS: estudiar y luego el trap o el rap",NEGATIVE,Marihuana,"trap latino anoche subieron aqui una historia donde sebas mandaba saludo a una pagina latina de trap. entre en miedo porque con [PERSONA], [PERSONA], curada de espanto. ni una foto mostrando fumar un porro. y mensajes claros: estudiar y luego el trap o el rap"
Se enojo [PERSONA]! ja y se fue a tomar una linea,NEGATIVE,Cocaína,se enojo [PERSONA]! ja y se fue a tomar una linea
merca no faso eso da hambre hablando de eso me voy a tomar una linea ajjajaaa,POSITIVE,Cocaína,merca no faso eso da hambre hablando de eso me voy a tomar una linea ajjajaaa
Voy a tener que retomar el consumo de vitaminas o inyectarme heroína porque esta nueva rutina me va a dejar seco,NEGATIVE,Heroína,voy a tener que retomar el consumo de vitaminas o inyectarme heroína porque esta nueva rutina me va a dejar seco
"[PERSONA] conto que su experiencia al fumarse un porro con [PERSONA] es como de otra galaxia ,me la imagino asi ayuda la amo",NEGATIVE,Marihuana,"[PERSONA] conto que su experiencia al fumarse un porro con [PERSONA] es como de otra galaxia ,me la imagino asi ayuda la amo"
Ayer me fumé un porro,POSITIVE,Marihuana,ayer me fumé un porro
"Se acuerdan que hubo un tiempo que se usaba a este men como meme ""sad"", cuántos sabían que el man estaba re feliz por qué estaba fumando un porro de la más fina?",NEGATIVE,Marihuana,"se acuerdan que hubo un tiempo que se usaba a este men como meme ""sad"", cuántos sabían que el man estaba re feliz por qué estaba fumando un porro de la más fina?"
Antes de morirme quiero inyectarme heroína  a ver que se siente *-*,POSITIVE,Heroína,antes de morirme quiero inyectarme heroína a ver que se siente *-*
"Me acabo de tomar una raya de ""TUITS CON CANCIONES DE ROMBAI"" que me dejó como UN FRASCO.",NEGATIVE,Cocaína,"me acabo de tomar una raya de ""tuits con canciones de rombai"" que me dejó como un frasco."
En mi mesita de luz tengo de todo. Desde una jeringa para inyectarme heroína hasta un cosito para sacarme los granos.,POSITIVE,Heroína,en mi mesita de luz tengo de todo. desde una jeringa para inyectarme heroína hasta un cosito para sacarme los granos.
Yo no necesito extasis para sentir cosas.. con solo tomar tu mano mi cuerpo comienza a danzar en un mismo sitio.,NEGATIVE,Ecstasy,yo no necesito extasis para sentir cosas.. con solo tomar tu mano mi cuerpo comienza a danzar en un mismo sitio.
"Estas ganas de fumarme un porro, reír y desestresarme",POSITIVE,Marihuana,"estas ganas de fumarme un porro, reír y desestresarme"
"Optamos por la comodidad de tomar una línea de pensamiento y ya no profundizamos en nada. Lo que encaje es verdad, lo que no es falso. Para qué quiero saber más.

Es mi línea y yo hago con ella lo que quiero.",NEGATIVE,Cocaína,"optamos por la comodidad de tomar una línea de pensamiento y ya no profundizamos en nada. lo que encaje es verdad, lo que no es falso. para qué quiero saber más. es mi línea y yo hago con ella lo que quiero."
"Pero es que esto no tiene sentido, ya que un porro criminal evidencie lo que hace y pagado por quién y siga libre, con todo el respaldo de la misma oposición en la persona de los gobernadores que deberían procurar el orden de sus respectivos Estados, ya es una locura.",NEGATIVE,Marihuana,"pero es que esto no tiene sentido, ya que un porro criminal evidencie lo que hace y pagado por quién y siga libre, con todo el respaldo de la misma oposición en la persona de los gobernadores que deberían procurar el orden de sus respectivos estados, ya es una locura."
Quiero hacer una serie fotográfica que se llama “materializando lyrics de Lana del Rey” tipo tomar una línea como “blue ribbons on ice” y crear el concepto en base a eso [INSULTO] re top,NEGATIVE,Cocaína,quiero hacer una serie fotográfica que se llama “materializando lyrics de lana del rey” tipo tomar una línea como “blue ribbons on ice” y crear el concepto en base a eso [INSULTO] re top
"La Cueva 29 de enero de 1968, Jim Morrison se burla de un guardia de seguridad en el estacionamiento después del concierto que The Doors dieron en The Pussy Cat A Go Go, Las Vegas, haciendo como que fumaba un porro. Se pelearon. Llegó la policía y arrestó a Morrison",NEGATIVE,Marihuana,"la cueva 29 de enero de 1968, jim morrison se burla de un guardia de seguridad en el estacionamiento después del concierto que the doors dieron en the pussy cat a go go, las vegas, haciendo como que fumaba un porro. se pelearon. llegó la policía y arrestó a morrison"
Este episodio fue como inyectarme heroina,NEGATIVE,Heroína,este episodio fue como inyectarme heroina
"LO PRIMERO ES VOTAR, VAMOS A SALIR DE ESTE PROBLEMA, !! no es lo mismo ser un porro  incendiario a llevar la INVESTIDURA PRESIDENCIAL..",NEGATIVE,Marihuana,"lo primero es votar, vamos a salir de este problema, !! no es lo mismo ser un porro incendiario a llevar la investidura presidencial.."
Oh por dios mis suegros sacaron un porro y estan fumandose esa vaina con una pareja amigos de ellos,NEGATIVE,Marihuana,oh por dios mis suegros sacaron un porro y estan fumandose esa vaina con una pareja amigos de ellos
Cuando regreso a esta [GROSERIA] quisiera poder inyectarme heroina hasta morir.,POSITIVE,Heroína,cuando regreso a esta [GROSERIA] quisiera poder inyectarme heroina hasta morir.
